,numero,ano,ementa,categoria_geral,sub_categoria
675,1706,2013,Institui o programa municipal de fornecimento de cestas básicas de material de construção às famílias carentes do município de ipojuca e dá outras providências.,institui,programa
676,1707,2013,"Dispõe sobre a proibição de abastecimento de estabelecimentos financeiros durante o horário de atendimento ao público e em terminais de auto-atendimento próximos de escolas, postos de saúde ou hospitais e dá outras providências.",dispõe,outra
677,1708,2013,Autoriza o poder executivo a apoiar as modalidades esportivas no município do ipojuca e dá outras providências.,autoriza poder executivo,outra
678,1709,2013,"Estabelece valores para concessão de diárias ao prefeito, vice-prefeito e demais servidores da prefeitura municipal do ipojuca, e dá outras providências.",receitas e despesas,estabelece
679,1710,2013,Cria 2 (dois) cargos de provimento efetivo no âmbito do poder executivo do município do ipojuca e dá outras providências.,cria,outra
680,1711,2013,"Regulamenta o uso de jangadas para visitação da área de proteção ambiental do criadouro de cavalos marinhos no pontal de maracaípe e piscinas naturais de porto de galinhas, município do ipojuca, e o controle dos visitantes que fazem a travessia andando ou por nado, e dá outras providências.",outra,outra
681,1712,2013,"Denomina a rua do loteamento “bahia”, no município de ipojuca e dá outras providências.",denomina,outra
682,1713,2013,"Altera e acrescenta dispositivos à lei municipal nº 1.064, de 15 de junho de 1994, que cria o conselho municipal do meio ambiente e dá outras providências.",altera lei,-
683,1714,2013,"Reestrutura cargos criados pela lei nº 1.475, de 11 de setembro de 2007 e altera o anexo iii, da lei nº 1.523/2009, no âmbito da estrutura organizacional da câmara municipal do ipojuca e dá outras providências.",outra,outra
684,1715,2013,"Estabelece reajuste dos vencimentos dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionistas e aposentados, e dá outras providências.",receitas e despesas,estabelece
685,1716,2013,"Altera o § 4º do artigo 293 da lei municipal nº 1.490, de 30 de junho de 2008 – plano diretor participativo do município do ipojuca, e dá outras providências.",altera lei,-
686,1717,2013,"Revoga o art. 6º da lei nº 1.430/2006 de 05 de maio de 2006, e dá outras providências.",revoga,outra
687,1718,2013,Dispõe sobre o plano plurianual para o quadriênio 2014 - 2017 e dá outras providências.,dispõe,plano
688,1719,2013,Estima receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2014.,receitas e despesas,estima
689,1720,2013,"Dispõe sobre o licenciamento ambiental municipal, a fiscalização, as infrações e as sanções administrativas, o procedimento e o recurso administrativo, altera dispositivos da lei nº 1.597, de 05 de julho de 2011, revoga dispositivos da lei nº 1.596, de 02 de junho de 2011, revoga a lei nº 1.618, de 29 dezembro de 2011, e dá outras providências.",dispõe,outra
690,1721,2013,"Altera os arts. 56 e 57 da lei nº 1.439/2006, de 23 de junho de 2006, reajusta o vencimento-base dos cargos de guarda municipal, e dá outras providências.",altera lei,-
691,1722,2013,"Institui o programa ipojuca cidadã, e dá outras providências.",institui,programa
692,1723,2013,"Concede redução da alíquota do issqn incidente sobre os serviços de hospedagem em hotéis, apart-service condominiais, apart-hotéis, hotéis residência, residence-service, suíte service, resorts e pousadas, revoga a lei nº 1.622/2011, e dá outras providências.",concede,outra
693,1724,2013,"Institui, no âmbito do município do ipojuca, o “dia do motociclismo”, a ser comemorado no segundo domingo do mês de fevereiro, e dá outras providências.",institui,âmbito
694,1725,2013,"Autoriza a abertura de crédito especial ao orçamento fiscal do exercício financeiro de 2013, e dá outras providências.",autoriza poder executivo,crédito
695,1726,2013,"Denomina rua do loteamento “campo do avião”, no município do ipojuca, e dá outras providências.",denomina,rua
696,1727,2013,Dispõe sobre a criação da autarquia municipal de trânsito e transporte do ipojuca – amttrans e dá outras providências.,dispõe,criação
697,1728,2014,Cria cargos públicos de provimento em comissão no poder executivo do município do ipojuca e dá outras providências.,cria,cargos
698,1729,2014,"Altera o art. 2º da lei municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da câmara municipal do ipojuca e dá outras providências.",altera lei,-
699,1730,2014,"Altera os §§ 1º e 2º do art. 2º, da lei municipal nº 1.674/2013, que institui o auxílio-transporte no âmbito da câmara municipal do ipojuca e dá outras providências.",altera lei,-
700,1731,2014,"Altera a lei municipal nº 1.459/2007, que institui a auxílio-alimentação no âmbito da câmara municipal do ipojuca e dá outras providências.",altera lei,-
701,1732,2014,Reajusta o vencimento base dos servidores da câmara municipal do ipojuca e dá outras providências.,reajusta,outra
702,1733,2014,"Dispõe sobre a alteração no plano plurianual 2014-2017, lei municipal nº 1.718 de 16 de dezembro de 2013, e dá outras providências.",dispõe,alteração
703,1734,2014,"Altera o artigo 1º da lei municipal nº 1.727, de 20 de dezembro de 2013, que dispõe sobre a criação da autarquia municipal de trânsito e transporte do ipojuca – amttrans.",altera lei,-
704,1735,2014,"Denomina centro de referência dona amarina, as instalações do centro de referência para mulheres em situação de violência da secretaria especial da mulher, e dá outras providências.",denomina,centro
705,1736,2014,"Dispõe sobre a alteração na lei orçamentária anual 2014, lei municipal nº 1.719 de 16 de dezembro de 2013, e dá outras providências",dispõe,alteração
706,1737,2014,"Atribui o nome da rua projetada nº 04 para rua professora genésia maria ferreira agostinho, situada no loteamento canoas, em nossa senhora do ó, município do ipojuca, e dá outras providências.",denomina,outra
707,1738,2014,"Atribui o nome da rua projetada nº 22 para rua elísio cardoso de oliveira, situada no loteamento canoas, em nossa senhora do ó, município do ipojuca, e dá outras providências.",denomina,outra
708,1739,2014,"Atribui o nome da rua projetada nº 17 para rua milton feliciano de oliveira silva, situada no loteamento canoas, em nossa senhora do ó, município do ipojuca, e dá outras providências.",denomina,outra
709,1740,2014,"Altera o parágrafo único, do art. 3º da lei municipal nº 1.708, de 25 de setembro de 2013, que autoriza o poder executivo a apoiar as modalidades esportivas do município do ipojuca, e dá outras providências.",altera lei,-
710,1741,2014,"Altera o § 2º do art. 3º e revoga os incisos ii e ix e o § 4º do art. 4º da lei nº 1.623, de 30 de dezembro de 2011, que institui a verba indenizatória do exercício parlamentar da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
711,1742,2014,"Dispõe sobre os auxílios, moradia e alimentação, a serem concedidos aos médicos participantes do projeto mais médicos para o brasil, e dá outras providências.",dispõe,outra
712,1743,2014,"Dispõe sobre o cancelamento de alvará de funcionamento dos estabelecimentos que promovam a exploração de crianças e adolescentes, e dá outras providências.",dispõe,outra
713,1744,2014,"Dispõe sobre a instituição da “marcha para jesus”, no âmbito do município do ipojuca, e dá outras providencias.",dispõe,instituição
714,1745,2014,"Institui o dia municipal dos com necessidades especiais, no âmbito do município do ipojuca, e dá outras providencias.",institui,dia
715,1746,2014,"Altera a lei municipal nº 1.442, de 04 de setembro de 2006, que reestrutura o regime próprio de previdência social do município do ipojuca, para modificar a administração do funprei (fundo previdenciário do município do ipojuca), e dá outras providências.",altera lei,-
716,1747,2014,"Altera a lei municipal nº 1.222, de 1º de agosto de 2000, que cria o conselho e fundo municipal de turismo, para reestruturar o conselho e revogar o fundo municipal de turismo. e dá outras providências.",altera lei,-
717,1748,2014,"Altera o inciso i e o parágrafo único do art. 1º da lei municipal nº 1.409, de 30 de março de 2005, que dispõe sobre a criação de programas sociais, e regulamenta o programa de benefícios eventuais da assistência social no município do ipojuca, e dá outras providências",altera lei,-
718,1749,2014,"Altera a lei municipal nº 1.567, de 27 de agosto de 2010, que dispõe sobre o conselho municipal de alimentação escolar, para modificar a duração do mandato dos conselheiros, e dá outras providências.",altera lei,-
719,1750,2014,"Dispõe sobre a doação com encargos e cessão de direito real de uso, de lotes de terreno resultantes do desmembramento da gleba c do engenho montevidéu, ao tribunal de justiça de pernambuco (tjpe), à união federal, à empresa brasileira de correios e telégrafos - ect (correios), à caixa econômica federal - cef (caixa), à defensoria pública do estado de pernambuco, ao ministério público de pernambuco, à ordem dos advogados do brasil - seção pernambuco (oab/pe), ao senai - serviço nacional de aprendizagem industrial e ao senac - serviço nacional de aprendizagem comercial, revoga as leis nº 1.589/2011, nº 1.590/2011 e nº 1.606/2011, e dá outras providências.",dispõe,outra
720,1751,2014,"Altera os incisos i, ii e iii, do art. 190, da lei municipal nº 1.490, de 30 de junho de 2008 (plano diretor), e fixa parâmetros, usos e atividades para a zona de interesse institucional - zeii, e dá outras providências.",altera lei,-
721,1752,2014,"Estabelece a divulgação, em local visível, do cardápio semanal da merenda escolar, no município do ipojuca, e dá outras providências.",receitas e despesas,estabelece
722,1753,2014,"Dispõe sobre o parcelamento especial de débitos do município do ipojuca com seu regime próprio de previdência social - rpps, e dá outras providências.",dispõe,outra
723,1754,2014,"Altera a lei municipal nº 1.323, de 19 de julho de 2002, que dispõe sobre a criação do conselho municipal de cultura, para atualizar suas atribuições e composição, e dá outras providências.",altera lei,-
724,1755,2014,"Denomina ruas, na região principal da praia de porto de galinhas, neste município, e dá outras providências.",denomina,outra
725,1756,2014,"Dispõe sobre a instituição de plano de amortização de déficit atuarial para fins de equacionamento e equilíbrio atuarial do regime próprio de previdência social - rpps do município do ipojuca, e dá outras providências.",dispõe,instituição
726,1757,2014,"Dispõe sobre a instituição e concessão de bolsa intercâmbio a estudantes ipojucanos participantes do projeto ganha o mundo, e dá outras providências.",dispõe,instituição
727,1758,2014,"Dispõe sobre os vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal nº 11.738, de 16 de julho de 2008.",dispõe,vencimentos
728,1759,2014,"Altera e acrescenta dispositivos à lei municipal nº 1.727, de 20 de dezembro de 2013, que criou a autarquia municipal de trânsito e transportes do ipojuca - amttrans, e dá outras providências.",altera lei,-
729,1760,2014,"Denomina centro de referência josé mariano guilherme, as instalações do centro de referência de assistência social do distrito de camela.",denomina,centro
730,1761,2014,"Altera a lei municipal nº 1.718, de 16 de dezembro de 2013, que dispõe sobre o plano plurianual para a quadriênio 2014-2017, para alterar órgãos, programas e ações no seu anexo ii, dos órgãos da secretaria especial de bem estar social (2101) e fundo municipal de assistência social (2102), e dá outras providências.",altera lei,-
731,1762,2014,"Altera a lei municipal nº 1.719, de 16 de dezembro de 2013, que estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2014 - loa 2014, para alterar, no anexo ii, a discriminação da despesa de unidades do órgão 21 - secretaria especial de bem estar social, e dá outras providências.",altera lei,-
732,1763,2014,"Institui o fundo para o desenvolvimento e autonomia financeira da escola - fundafe, e dá outras providências.",institui,fundo
733,1764,2014,Estabelece as diretrizes orçamentários do município do ipojuca para o exercício de 2015 e dá outras providências.,receitas e despesas,estabelece
734,1765,2014,"Denomina escola municipal professora genice teles de santana, as instalações de unidade de ensino do distrito de nossa senhora do ó.",denomina,escola
735,1766,2014,"Denomina creche municipal de porto de galinhas, as instalações de unidade de ensino em porto de galinhas / salinas, distrito de nossa senhora do ó.",denomina,outra
736,1767,2014,"Denomina rodovia baltazar de souza leão a nova estrada de acesso que liga nossa senhora do ó ao sítio canoas, município do ipojuca, e dá outras providências.",denomina,outra
737,1768,2014,"Dispõe sobre a denominação da estrada que dá acesso ao engenho caetés, ao município do ipojuca, e dá outras providências.",dispõe,denominação
738,1769,2014,"Denomina escola municipal professor antônio geraldo de souza leão, as instalações de unidade de ensino em serrambi, distrito de camela.",denomina,escola
739,1770,2014,"Institui o auxílio-transporte para os servidores públicos efetivos no âmbito do poder executivo do município do ipojuca, e dá outras providências.",institui,outra
740,1771,2014,"Altera os incisos i e ii do art. 5º, da lei nº 1.711 de 30 de setembro de 2013, que regulamenta o uso de jangadas para visitação da área de proteção ambiental do criadouro de cavalos marinhos no pontal de maracaípe e piscinas naturais de porto de galinhas, município do ipojuca, e o controle dos visitantes que fazem a travessia andando ou por nado, e dá outras providências.",altera lei,-
741,1772,2014,"Denomina por josé antônio silvestre, a principal praça de sarrambi, no município do ipojuca, e dá outras providências",denomina,outra
742,1773,2014,"Determina que a escola municipal deputado paulo leite, localizada na rua alto são joão, na comunidade de rurópolis de cima, receba o nome de escola municipal nivaldo pereira de lima, e dá outras providências.",outra,outra
743,1774,2014,"Dispõe sobre a instituição e concessão da ""gratificação de desempenho de atividades inerentes ao funcionamento da administração tributária - gda"", cria o ""grupo de trabalho especial de cadastramento imobiliário e mercantil - gtcim"", e dá outras providências.",dispõe,instituição
744,1775,2014,"Institui o programa de recuperação fiscal - refis, incentiva a quitação e o parcelamento especial de créditos tributários perante o município do ipojuca, e dá outras providências.",institui,programa
745,1776,2014,"Dispõe sobre a denominação da rua severino soares de andrade, a primeira travessa da rua p. localizada na rurópolis de camela, e dá outras providências.",dispõe,denominação
746,1777,2014,"Dispõe sobre o plano plurianual para o quadriênio 2014-2017, revisão 2015, e dá outras providências.",dispõe,plano
747,1778,2014,"Altera a lei municipal nº 1.469, de 05 de julho de 2007, que dispõe sobre a criação do conselho municipal de acompanhamento e controle social do fundo de manutenção e desenvolvimento da educação básica e de valorização dos profissionais da educação - conselho do fundeb, para alterar a sua composição.",altera lei,-
748,1779,2014,"Institui o programa bolsa universitária, destinado aos alunos de baixa renda, no âmbito do município do ipojuca, e dá outras providências.",institui,programa
749,1780,2014,"Altera a lei municipal nº 1.753, de 18 de junho de 2014, que dispõe sobre o parcelamento especial de débitos do município do ipojuca com seu regime próprio de previdência social - rpps, para modificar o § 1º do artigo 2º, e dá outras providências.",altera lei,-
750,1781,2014,"Altera o art. 1º da lei municipal nº 1.409, de 16 de março de 2005, que dispõe sobre a criação de programas sociais, para inclusão do programa auxílio doença, e dá outras providências.",altera lei,-
751,1782,2014,Estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2015.,receitas e despesas,estima
752,1783,2015,"Extingue e cria cargos de provimento efetivo no âmbito da câmara municipal do ipojuca e dá outras providências. (altera a lei municipal nº 1.475, de 11 de setembro de 2007)",outra,outra
753,1784,2015,Reajusta o vencimento base dos servidores da câmara municipal do ipojuca e dá outras providências.,reajusta,outra
754,1785,2015,"Altera e suprime dispositivos da lei municipal nº 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
755,1786,2015,"Altera o art. 2º da lei municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
756,1787,2015,"Altera os §§ 1º e 2º, do art. 2º, da lei municipal nº 1.674/2013, que institui o auxílio-transporte no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
757,1788,2015,"Altera a lei municipal nº 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
758,1789,2015,Denomina de adnilson josé de santana a quadra da escola santo cristo e dá outras providências.,denomina,outra
759,1790,2015,"Altera a lei municipal nº 1.782, de 30 de dezembro de 2014, que estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2015 - loa 2015, para alterar o § 1º do artigo 12.",altera lei,-
760,1791,2015,"Dispõe sobre a lei municipal nº 1.775, de 04 de dezembro de 2014, que institui o programa de recuperação fiscal - refis, para alterar os prazos previstos nos artigos 2º e 3º, e dá outras providências.",dispõe,outra
761,1792,2015,"Dispõe sobre a criação de cargos públicos de provimento em comissão no poder executivo do município do ipojuca, altera a lei nº 1.663, de 08 de janeiro de 2013, para extinguir cargos de provimento em comissão, e dá outras providências.",dispõe,criação
762,1793,2015,"Dispõe sobre os vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal nº 11.738, de julho de 2008.",dispõe,vencimentos
763,1794,2015,"Dispõe sobre a criação da autarquia previdenciária do município do ipojuca - ipojucaprev, altera a lei municipal nº 1.442, de 04 de setembro de 2006, que reestrutura o regime próprio de previdência social do município do ipojuca, para modificar a sua gestão, altera a lei municipal nº 1.663, de 08 de janeiro de 2013, que dispõe sobre a estrutura da administração direta e indireta do município do ipojuca, revoga a lei municipal nº 1.746, de 05 de junho de 2014, e dá outras providências.",dispõe,criação
764,1795,2015,"Institui o programa de incentivo ao acesso, permanência e sucesso de crianças e jovens na escola, no âmbito da rede municipal de ensino, denominado bolsa escola do ipojuca, e dá outras providências.",institui,programa
765,1796,2015,"Dispõe sobre a denominação da creche professora stela ferreira farias, localizada à rua paulo emídio do nascimento, neste município, e dá outras providências.",dispõe,denominação
766,1797,2015,"Denomina de professora maria dolores ferreira benedito, a usf - unidade de saúde da família -, localizada no engenho maranhão, neste município, e dá outras providências.",denomina,outra
767,1798,2015,"Altera a lei municipal nº 1.718, de 16 de dezembro de 2013, que dispõe sobre o plano plurianual para o quadriênio 2014-2017, alterada pela lei municipal nº 1.777, de 17 de dezembro de 2014, que dispõe sobre a revisão para 2015 do pppa 2014-2017, para incluir órgão, programa e ação no seu anexo ii, no que tange à autarquia previdenciária do município do ipojuca - ipojucaprev, criada através da lei municipal nº 1.794, de 26 de fevereiro de 2015, e dá outras providências.",altera lei,-
768,1799,2015,"Altera a lei municipal nº 1.782, de 30 de dezembro de 2014, alterada pela lei municipal nº 1.790, de 26 de fevereiro de 2015, que estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2015 - loa 2015, para alterar, no anexo ii, a discriminação da despesa do órgão 12 - gabinete do prefeito, e dá outras providências.",altera lei,-
769,1800,2015,"Denomina escola municipal integral governador eduardo campos, escola municipal do distrito de nossa senhora do ó, município do ipojuca.",denomina,escola
770,1801,2015,"Estabelece reajuste dos vencimentos dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionistas e aposentados, e dá outras providências.",receitas e despesas,estabelece
771,1802,2015,"Dispõe sobre a denominação e a delimitação de bairros do município do ipojuca, e dá outras providências. - anexos",dispõe,denominação
772,1803,2015,"Altera a lei municipal n°1.764, de 10 de setembro de 2014, que estabelece as diretrizes orçamentárias do município do ipojuca para o exercício de 2015, para alterar o art.15, estabelece limites financeiros para as despesas de publicidade realizadas pela administração pública municipal, e dá outras providências.",altera lei,-
773,1804,2015,Dispõe sobre a extinção de entidades da administração pública municipal e dá outras providências.,dispõe,outra
774,1805,2015,"Revoga a lei municipal nº 1.502, de 12 de novembro de 2008, que disciplina a concessão de incentivos fiscais para implantação, ampliação, modernização ou diversificação de refinaria de petróleo, e dá outras providências.",revoga,outra
775,1806,2015,Aprova a atualização do plano municipal de educação do ipojuca (pme 2015-2025) e dá outras providências.,outra,plano
776,1807,2015,Dispõe sobre a estrutura da administração direta e indireta do município e dá outras providências.,dispõe,estrutura
777,1808,2015,"Dispõe sobre a denominação da principal via de acesso ao engenho santa rosa, como estrada manoel luiz de vasconcelos.",dispõe,denominação
778,1809,2015,"Denomina ""rodovia dino américo"", a estrada que dá acesso ao engenho cachoeira, neste município.",denomina,outra
779,1810,2015,"Dispõe sobre a criação da junta administrativa de recursos de infrações - jari, do município do ipojuca, e dá outras providências.",dispõe,criação
780,1811,2015,"Estabelece reajuste dos vencimentos dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionistas e aposentados, a dá outras providências.",receitas e despesas,estabelece
781,1812,2015,"Altera a lei municipal nº 1.355, de 22 de maio de 2003, em atendimento à lei federal nº 12.696, de 25 de julho de 2012, que alterou artigos da lei nº 8.069, de 13 de julho de 1992 (estatuto da criança e do adolescente), para dispor sobre os conselhos tutelares, e dá outras providências.",altera lei,-
782,1813,2015,Institui o programa na escola - proescola ipojuca e dá outras providências.,institui,programa
783,1814,2015,"Altera a lei municipal nº 1.708, de 25 de setembro de 2013, que autoriza o poder executivo a apoiar as modalidades esportivas no município do ipojuca, para explicitar e ampliar o apoio aos atletas, associações e clubes do município e entidades representativas, e dá outras providências.",altera lei,-
784,1815,2015,"Denomina de amaro antão a quadra poliesportiva de serrambi, distrito de camela, município do ipojuca.",denomina,outra
785,1816,2015,Dispõe sobre atividades turísticas no município do ipojuca e dá outras providências.,dispõe,outra
786,1817,2015,Estabelece as diretrizes orçamentárias do município do ipojuca para o exercício de 2016 e dá outras providências.,receitas e despesas,estabelece
787,1818,2015,"Denomina de misael antônio de oliveira a quadra poliesportiva de nossa senhora do ó, nossa senhora do ó, município do ipojuca, e dá outras providências.",denomina,outra
788,1819,2015,"Dispõe sobre o plano plurianual para o quadriênio 2014-2017, revisão 2016, e dá outras providências.",dispõe,plano
789,1820,2015,Estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2016.,receitas e despesas,estima
790,1821,2015,"Altera a lei municipal nº 1.723, de 18 de dezembro de 2013, que concede redução de alíquota do issqn incidente sobre os serviços de hospedagem, para prorrogar o prazo estabelecido no art. 2º, e dá outras providências.",altera lei,-
791,1822,2015,"Denomina de jonas pereira de lira a unidade de serviços de pronto atendimento - spa de serrambi, distrito de camela, município do ipojuca, e dá outras providências.",denomina,outra
792,1823,2015,"Dispõe sobre a gratificação para os componentes de comissões de licitação da autarquia previdenciária do município do ipojuca - ipojucaprev, e dá outras providências.",dispõe,outra
793,1824,2016,"Dispõe sobre a remuneração do cargo de provimento em comissão, da administração direta, símbolo cc-11, fixada na anexo ii da lei municipal nº 1.807, de 25 de junho de 2015, e dá outras providências.",dispõe,outra
794,1825,2016,"Altera o art. 2º da lei municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
795,1826,2016,"Altera a lei municipal nº 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
796,1827,2016,"Altera os §§ 1º e 2º do art. 2º, da lei municipal nº 1.674/2013, que institui o auxílio-transporte no âmbito da câmara municipal do ipojuca, e dá outras providências.",altera lei,-
797,1828,2016,Reajusta o vencimento base dos servidores da câmara municipal do ipojuca e dá outras providências.,reajusta,outra
798,1829,2016,"Dispõe sobre os vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal nº 11.738, de 16 julho de 2008.",dispõe,vencimentos
799,1830,2016,"Denomina de josé salgueira de amorim a quadra poliesportiva de camela, distrito de camela, município do ipojuca, e dá outras providências.",denomina,outra
800,1831,2016,"Denomina centro de referência braz de araújo, as instalações do centro de referência de assistência social do distrito de nossa senhora do ó - cras n. sra. do ó, e dá outras providências.",denomina,centro
801,1832,2016,"Denomina rua na praia de maracaípe, no município de ipojuca, e dá outras providências.",denomina,rua
802,1833,2016,"Revoga o disposto no inciso vii do art. 3º da lei municipal nº 1,723, de 18 de dezembro de 2013, que concede redução da alíquota do issqn incidente sobre os serviços de hospedagem em hotéis, apart-service condominicais, apart-hotéis, hotéis residência, residence-serice, suíte service, resorts e pousadas, e dá outras providências.",revoga,outra
803,1834,2016,"Estabelece reajuste dos vencimentos dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionistas e aposentados, e dá outras providências.",receitas e despesas,estabelece
804,1835,2016,"Dispõe sobre a criação do ""programa patrulha maria da penha do ipojuca"" e dá outras providências.",dispõe,criação
805,1836,2016,"Dispõe sobre a criação do ""programa maria da penha vai à escola"" - ações integradas de combate à violência contra a mulher no âmbito escolar, no município do ipojuca, e dá outras providências.",dispõe,criação
806,1837,2016,"Denomina rua roque teixeira da silva, no distrito centro do município do ipojuca, e dá outras providências.",denomina,rua
807,1838,2016,"Denomina de unidade de saúde da família josefa severina da silva, a usf - unidade de saúde da família, localizada no engenho caetés, no distrito de nossa senhora do ó, neste município, e dá outras providências.",denomina,outra
808,1839,2016,"Estabelece o subsídios dos vereadores no âmbito da câmara municipal do ipojuca para a legislatura 2017-2020, e dá outras providências.",receitas e despesas,estabelece
809,1840,2016,Estabelece as diretrizes orçamentárias do município do ipojuca para o exercício de 2017 e dá outras providências.,receitas e despesas,estabelece
810,1841,2016,"Denomina de jorge pontual de souza leão a unidade de serviço de pronto atendimento - spa da sede do distrito de camela, município do ipojuca.",denomina,outra
811,1842,2016,"Dispõe sobre a instituição de plano de amortização de déficit atual para fins de equacionamento e equilíbrio atuarial do regime próprio de previdência social - rpps do município do ipojuca, e dá outras providências.",dispõe,instituição
812,1843,2016,"Denomina travessa da batalha domingos josé martins, no distrito de nossa senhora do ó, município do ipojuca, e dá outras providências.",denomina,outra
813,1844,2016,"Modifica a lei municipal nº 1.795, de 27 de fevereiro de 2015, que institui o programa de incentivo denominado bolsa escola do ipojuca, através da alteração dos incisos i e ii do art. 2º, da alteração do § 3º ambos ao art. 3º, e dá outras providências.",altera lei,-
814,1845,2016,"Altera o anexo vii - parâmetros e condicionantes de parcelamento, uso e ocupação do solo, da lei municipal nº 1.490 (plano diretor participativo do município), de 30 de junho de 2008, para acrescentar novo uso e respectivos parâmetros de uso e ocupação do solo à zona de requalificação urbana - zru, e dá outras providências.",altera lei,-
815,1846,2016,"Dispõe sobre o plano plurianual para o quadriênio 2014-2017, revisão 2017, e dá outras providências.",dispõe,plano
816,1847,2016,Estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2016.,receitas e despesas,estima
817,1848,2016,"Dispõe sobre as organizações sociais de saúde (osss), no âmbito do município do ipojuca, e dá outras providências.",dispõe,outra
818,1849,2016,"Autoriza a celebração de acordos com credores de precatórios judiciais mediante aplicação de deságio sobre o valor devido, nos termos do art. 97, § 8º, inciso iii, do ato das disposições constitucionais transitórias (adct) da constituição federal de 1988.",autoriza poder executivo,outra
819,1850,2016,"Altera a estrutura organizacional da câmara municipal do ipojuca, e dá outras providências",altera lei,-
820,1851,2016,"Altera a lei municipal nº 1.723, de 18 de dezembro de 2013, que concede redução d alíquota do issqn incidente sobre os serviços de hospedagem, para prorrogar o prazo estabelecido no art. 2º.",altera lei,-
